symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2019-09-27 00:00:00+00:00,218.82,220.96,217.28,220.54,25361285,53.9033583786,54.4305185419,53.5240001303,54.3270572014,101445140,0.0,1.0
AAPL,2019-09-30 00:00:00+00:00,223.97,224.58,220.79,220.9,26318583,55.1719914818,55.322256762,54.3886413327,54.4157383504,105274332,0.0,1.0
AAPL,2019-10-01 00:00:00+00:00,224.59,228.22,224.2,225.07,36187163,55.3247201273,56.2189217127,55.2286488826,55.4429616592,144748652,0.0,1.0
AAPL,2019-10-02 00:00:00+00:00,218.96,223.58,217.93,223.06,35767257,53.9378454921,55.0759202371,53.6841188715,54.9478252442,143069028,0.0,1.0
AAPL,2019-10-03 00:00:00+00:00,220.82,220.96,215.13,218.43,30352686,54.3960314284,54.4305185419,52.9943766017,53.8072871339,121410744,0.0,1.0
AAPL,2019-10-04 00:00:00+00:00,227.01,227.49,223.89,225.64,34755553,55.9208545175,56.0390960495,55.1522845599,55.5833734784,139022212,0.0,1.0
AAPL,2019-10-07 00:00:00+00:00,227.06,229.93,225.84,226.27,30889269,55.9331713438,56.6401571703,55.6326407834,55.7385654891,123557076,0.0,1.0
AAPL,2019-10-08 00:00:00+00:00,224.4,228.06,224.33,225.82,29282700,55.2779161876,56.1795078687,55.2606726308,55.6277140529,117130800,0.0,1.0
AAPL,2019-10-09 00:00:00+00:00,227.03,227.79,225.64,227.03,19029424,55.925781248,56.112997007,55.5833734784,55.925781248,76117696,0.0,1.0
AAPL,2019-10-10 00:00:00+00:00,230.09,230.44,227.3,227.93,28962984,56.6795710142,56.765788798,55.9922921098,56.1474841205,115851936,0.0,1.0
AAPL,2019-10-11 00:00:00+00:00,236.21,237.64,232.31,232.95,41990210,58.1871505466,58.5394117772,57.2264380995,57.3840934755,167960840,0.0,1.0
AAPL,2019-10-14 00:00:00+00:00,235.87,238.13,234.67,234.9,24413484,58.1033961282,58.6601166744,57.8077922983,57.864449699,97653936,0.0,1.0
AAPL,2019-10-15 00:00:00+00:00,235.32,237.65,234.88,236.39,23040483,57.9679110395,58.5418751425,57.8595229685,58.2314911211,92161932,0.0,1.0
AAPL,2019-10-16 00:00:00+00:00,234.37,235.24,233.2,233.37,19286694,57.7338913408,57.9482041175,57.4456776067,57.4875548159,77146776,0.0,1.0
AAPL,2019-10-17 00:00:00+00:00,235.28,236.15,233.52,235.09,17272897,57.9580575785,58.1723703551,57.5245052946,57.9112536387,69091588,0.0,1.0
AAPL,2019-10-18 00:00:00+00:00,236.41,237.58,234.29,234.59,24248023,58.2364178516,58.5246315857,57.7141844188,57.7880853763,96992092,0.0,1.0
AAPL,2019-10-21 00:00:00+00:00,240.51,240.99,237.32,237.52,21811567,59.2463976037,59.3646391356,58.4605840893,58.5098513942,87246268,0.0,1.0
AAPL,2019-10-22 00:00:00+00:00,239.96,242.2,239.62,241.16,22684001,59.110912515,59.6627063308,59.0271580965,59.4065163449,90736004,0.0,1.0
AAPL,2019-10-23 00:00:00+00:00,243.18,243.24,241.22,242.1,19932545,59.9041161252,59.9188963167,59.4212965364,59.6380726783,79730180,0.0,1.0
AAPL,2019-10-24 00:00:00+00:00,243.58,244.8,241.81,244.51,17916255,60.0026507351,60.3031812955,59.5666350861,60.2317437033,71665020,0.0,1.0
AAPL,2019-10-25 00:00:00+00:00,246.58,246.73,242.88,243.16,18369296,60.7416603098,60.7786107886,59.8302151677,59.8991893947,73477184,0.0,1.0
AAPL,2019-10-28 00:00:00+00:00,249.05,249.25,246.72,247.42,23655368,61.3501115263,61.3993788313,60.7761474233,60.9485829908,94621472,0.0,1.0
