symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMZN,2019-05-31 00:00:00+00:00,1775.07,1795.59,1772.7,1790.01,4618819,1775.07,1795.59,1772.7,1790.01,4618819,0.0,1.0
AMZN,2019-06-03 00:00:00+00:00,1692.69,1766.29,1672.0,1760.01,9098708,1692.69,1766.29,1672.0,1760.01,9098708,0.0,1.0
AMZN,2019-06-04 00:00:00+00:00,1729.56,1730.82,1680.89,1699.24,5679121,1729.56,1730.82,1680.89,1699.24,5679121,0.0,1.0
AMZN,2019-06-05 00:00:00+00:00,1738.5,1752.0,1715.25,1749.6,4239782,1738.5,1752.0,1715.25,1749.6,4239782,0.0,1.0
AMZN,2019-06-06 00:00:00+00:00,1754.36,1760.0,1726.13,1737.71,3689272,1754.36,1760.0,1726.13,1737.71,3689272,0.0,1.0
AMZN,2019-06-07 00:00:00+00:00,1804.03,1806.25,1759.49,1763.7,4808246,1804.03,1806.25,1759.49,1763.7,4808246,0.0,1.0
AMZN,2019-06-10 00:00:00+00:00,1860.63,1884.87,1818.0,1822.0,5371007,1860.63,1884.87,1818.0,1822.0,5371007,0.0,1.0
AMZN,2019-06-11 00:00:00+00:00,1863.7,1893.7,1858.0,1883.25,4042694,1863.7,1893.7,1858.0,1883.25,4042694,0.0,1.0
AMZN,2019-06-12 00:00:00+00:00,1855.32,1865.0,1844.38,1853.98,2678335,1855.32,1865.0,1844.38,1853.98,2678335,0.0,1.0
AMZN,2019-06-13 00:00:00+00:00,1870.3,1883.09,1862.22,1866.72,2795810,1870.3,1883.09,1862.22,1866.72,2795810,0.0,1.0
AMZN,2019-06-14 00:00:00+00:00,1869.67,1876.0,1859.0,1864.0,2851163,1869.67,1876.0,1859.0,1864.0,2851163,0.0,1.0
AMZN,2019-06-17 00:00:00+00:00,1886.03,1895.69,1875.45,1876.5,2634342,1886.03,1895.69,1875.45,1876.5,2634342,0.0,1.0
AMZN,2019-06-18 00:00:00+00:00,1901.37,1921.67,1899.79,1901.35,3895728,1901.37,1921.67,1899.79,1901.35,3895728,0.0,1.0
AMZN,2019-06-19 00:00:00+00:00,1908.79,1919.58,1892.47,1907.84,2895347,1908.79,1919.58,1892.47,1907.84,2895347,0.0,1.0
AMZN,2019-06-20 00:00:00+00:00,1918.19,1935.2,1905.8,1933.33,3217153,1918.19,1935.2,1905.8,1933.33,3217153,0.0,1.0
AMZN,2019-06-21 00:00:00+00:00,1911.3,1925.95,1907.58,1916.1,3933576,1911.3,1925.95,1907.58,1916.1,3933576,0.0,1.0
AMZN,2019-06-24 00:00:00+00:00,1913.9,1916.86,1901.3,1912.66,2282969,1913.9,1916.86,1901.3,1912.66,2282969,0.0,1.0
AMZN,2019-06-25 00:00:00+00:00,1878.27,1916.38,1872.42,1911.84,3012347,1878.27,1916.38,1872.42,1911.84,3012347,0.0,1.0
AMZN,2019-06-26 00:00:00+00:00,1897.83,1903.8,1887.32,1892.48,2441910,1897.83,1903.8,1887.32,1892.48,2441910,0.0,1.0
AMZN,2019-06-27 00:00:00+00:00,1904.28,1911.24,1898.04,1902.0,2141721,1904.28,1911.24,1898.04,1902.0,2141721,0.0,1.0
AMZN,2019-06-28 00:00:00+00:00,1893.63,1912.94,1884.0,1909.1,3037358,1893.63,1912.94,1884.0,1909.1,3037358,0.0,1.0
